id_tran;cpf;estabelecimento;valor;status;data;
5078;135694438;cacau show;445;aprovada;Jan-20;
4616;444722665;cacau show;492;aprovada;May-20;
4709;773767672;cacau show;45;aprovada;Mar-20;
215;313018047;cacau show;189;aprovada;Apr-20;
2624;520501447;cacau show;209;aprovada;May-20;
3502;852014379;cacau show;712;aprovada;Feb-20;
5045;393210172;cacau show;179;aprovada;Feb-20;
2560;633224674;cacau show;24;aprovada;Apr-20;
2188;726911270;cacau show;704;aprovada;Apr-20;
190;223244330;cacau show;497;aprovada;Jan-20;
1097;914889910;cacau show;731;aprovada;Mar-20;
886;759198539;cacau show;791;aprovada;Jan-20;
4482;428711870;cacau show;77;aprovada;Mar-20;
2625;237090226;cacau show;671;aprovada;Feb-20;
4175;943030384;cacau show;486;aprovada;May-20;
3810;130265206;cacau show;177;aprovada;May-20;
2836;513444815;cacau show;31;aprovada;Mar-20;
3957;264538365;cacau show;560;aprovada;Jan-20;
2874;771226042;cacau show;55;aprovada;Apr-20;
4590;758935114;cacau show;26;aprovada;Jan-20;
4292;675592702;cacau show;790;aprovada;Mar-20;
3528;342224222;cacau show;540;aprovada;Mar-20;
3798;368878018;cacau show;571;aprovada;Apr-20;
4470;914889910;cacau show;93;aprovada;Jan-20;
1653;71507869;cacau show;439;aprovada;Apr-20;
4483;237869601;cacau show;341;aprovada;Feb-20;
3866;456791733;cacau show;754;aprovada;Apr-20;
4557;235804811;cacau show;456;aprovada;Feb-20;
2816;759198539;cacau show;271;aprovada;Apr-20;
2996;199405058;cacau show;87;aprovada;Jan-20;
1111;122276725;cacau show;193;aprovada;Apr-20;
1234;111895953;cacau show;387;aprovada;May-20;
1980;177210864;cacau show;234;aprovada;Apr-20;
4626;59238164;cacau show;63;aprovada;Feb-20;
4601;340506396;cacau show;318;aprovada;Feb-20;
3667;162434241;cacau show;390;aprovada;Jan-20;
271;949709565;cacau show;737;aprovada;May-20;
1489;451384956;cacau show;69;aprovada;Apr-20;
2703;503745167;cacau show;90;aprovada;Apr-20;
2756;926786046;cacau show;609;aprovada;May-20;
1779;211955869;cacau show;552;aprovada;Feb-20;
2114;700980889;cacau show;389;aprovada;Feb-20;
2739;809326865;cacau show;41;aprovada;Jan-20;
1908;996668029;cacau show;536;aprovada;Jan-20;
3401;259191314;cacau show;423;aprovada;May-20;
4926;728050864;cacau show;545;aprovada;Apr-20;
3786;397983039;cacau show;172;aprovada;May-20;
1734;704685439;cacau show;113;aprovada;Feb-20;
3174;178959876;cacau show;298;aprovada;Jan-20;
1981;368878018;cacau show;523;aprovada;Feb-20;
3456;849222772;cacau show;393;aprovada;Jan-20;
5;513444815;cacau show;340;aprovada;Jan-20;
400;139494544;cacau show;643;aprovada;Jan-20;
1945;352278618;cacau show;745;aprovada;Feb-20;
1372;602625546;cacau show;674;aprovada;Jan-20;
2523;81994812;cacau show;485;aprovada;May-20;
4037;466360818;cacau show;605;aprovada;Jan-20;
3886;573236597;cacau show;224;aprovada;May-20;
4005;657816937;cacau show;141;aprovada;Apr-20;
3405;352769712;cacau show;797;aprovada;Mar-20;
3686;758935114;cacau show;623;aprovada;May-20;
526;631374934;cacau show;685;aprovada;Apr-20;
4773;456791733;cacau show;345;aprovada;May-20;
3152;637992749;cacau show;271;aprovada;Apr-20;
453;638129986;cacau show;360;aprovada;Mar-20;
499;307689021;cacau show;602;aprovada;Jan-20;
2424;644052354;cacau show;232;aprovada;Apr-20;
1461;726035986;cacau show;69;aprovada;May-20;
1947;540666410;cacau show;506;aprovada;Jan-20;
434;652758584;cacau show;209;aprovada;Jan-20;
4982;593069064;cacau show;520;aprovada;Feb-20;
1211;641173949;cacau show;254;aprovada;Mar-20;
1911;237090226;cacau show;256;aprovada;Jan-20;
666;160336024;cacau show;735;aprovada;Jan-20;
4290;368473236;cacau show;655;aprovada;Apr-20;
218;214161499;cacau show;469;aprovada;Mar-20;
5210;693023755;cacau show;40;aprovada;Feb-20;
4216;748209207;cacau show;537;aprovada;Feb-20;
1944;902446808;cacau show;4;negada;Feb-20;
217;127271137;cacau show;628;aprovada;Feb-20;
2236;771723029;cacau show;68;negada;Jan-20;
4331;852250519;cacau show;516;aprovada;Feb-20;
3565;179426370;cacau show;253;aprovada;May-20;
4716;584749695;cacau show;742;aprovada;Feb-20;
1834;167043435;cacau show;723;aprovada;Apr-20;
4687;473164007;cacau show;92;aprovada;Apr-20;
4413;62148087;cacau show;308;aprovada;Apr-20;
2712;641173949;cacau show;508;aprovada;Apr-20;
3615;338048902;cacau show;340;aprovada;May-20;
3132;94842377;cacau show;706;aprovada;May-20;
4182;830111641;cacau show;559;aprovada;Feb-20;
2514;127271137;cacau show;645;aprovada;May-20;
3016;122276725;cacau show;761;aprovada;Mar-20;
3458;978074261;cacau show;136;aprovada;Apr-20;
4527;211955869;cacau show;13;aprovada;Feb-20;
2148;449949776;cacau show;633;aprovada;May-20;
2323;372682080;cacau show;559;aprovada;May-20;
1130;436177601;cacau show;627;aprovada;May-20;
582;531127715;cacau show;752;aprovada;Feb-20;
1348;628252167;cacau show;299;aprovada;Jan-20;
1519;564123146;cacau show;741;aprovada;Jan-20;
2101;563879471;cacau show;717;aprovada;May-20;
4321;687047986;cacau show;450;aprovada;Feb-20;
3977;81391617;cacau show;355;aprovada;May-20;
172;631237395;cacau show;469;aprovada;Apr-20;
2492;293102232;cacau show;476;aprovada;May-20;
3969;773767672;cacau show;186;aprovada;Jan-20;
3586;540666410;cacau show;399;aprovada;Feb-20;
1398;939107466;cacau show;510;aprovada;Mar-20;
3545;351163404;cacau show;309;aprovada;Jan-20;
1613;326207860;cacau show;597;aprovada;Feb-20;
903;777513610;cacau show;340;aprovada;Feb-20;
579;927614938;cacau show;205;aprovada;Feb-20;
3251;819956145;cacau show;190;aprovada;Mar-20;
1225;237869601;cacau show;600;aprovada;May-20;
4627;954085213;cacau show;294;aprovada;May-20;
466;671988584;cacau show;392;aprovada;Feb-20;
2778;976470539;cacau show;303;aprovada;Apr-20;
1406;830783739;cacau show;476;aprovada;Feb-20;
3564;530558445;cacau show;523;aprovada;May-20;
4078;767585643;cacau show;534;aprovada;May-20;
942;295979077;cacau show;656;aprovada;Apr-20;
278;878427639;cacau show;750;aprovada;Mar-20;
4159;922234390;cacau show;685;aprovada;Jan-20;
304;567213985;cacau show;645;aprovada;Apr-20;
3902;469867737;cacau show;227;aprovada;Feb-20;
2811;397718421;cacau show;552;aprovada;May-20;
984;303478741;cacau show;698;aprovada;Jan-20;
238;400293650;cacau show;229;aprovada;Mar-20;
3980;398622833;cacau show;309;aprovada;Apr-20;
5153;414765037;cacau show;312;aprovada;Apr-20;
591;79468578;cacau show;230;aprovada;Jan-20;
599;573236597;cacau show;256;aprovada;Apr-20;
3611;682032464;cacau show;549;aprovada;Jan-20;
2742;89559304;cacau show;90;aprovada;Feb-20;
3652;331928492;cacau show;689;aprovada;Feb-20;
4780;272067232;cacau show;781;aprovada;Mar-20;
793;371669304;cacau show;162;aprovada;Apr-20;
645;803237034;cacau show;557;aprovada;Feb-20;
744;476469328;cacau show;358;aprovada;Apr-20;
805;69200773;cacau show;143;aprovada;Apr-20;
870;450675859;cacau show;433;aprovada;Jan-20;
520;944042348;cacau show;367;aprovada;Mar-20;
3640;580071838;cacau show;799;aprovada;May-20;
4380;584413494;cacau show;287;aprovada;Mar-20;
3621;74881021;cacau show;184;aprovada;Mar-20;
2196;260631096;cacau show;450;aprovada;Jan-20;
3292;388249629;cacau show;287;aprovada;May-20;
641;615347868;cacau show;222;aprovada;Feb-20;
663;909574703;cacau show;337;aprovada;Feb-20;
2900;235854495;cacau show;181;aprovada;Feb-20;
1327;332964190;cacau show;359;aprovada;Apr-20;
2134;469867737;cacau show;335;aprovada;Jan-20;
4043;178025312;cacau show;312;aprovada;Apr-20;
2389;573999593;cacau show;321;aprovada;May-20;
4034;476769574;cacau show;180;aprovada;Feb-20;
1319;915201891;cacau show;737;aprovada;Mar-20;
4226;840210592;cacau show;702;aprovada;Feb-20;
560;558762451;cacau show;772;aprovada;Apr-20;
3359;235854495;cacau show;634;aprovada;Feb-20;
958;234594470;cacau show;519;aprovada;Apr-20;
3503;466360818;cacau show;599;aprovada;Mar-20;
4353;352278618;cacau show;383;aprovada;Mar-20;
4942;459112867;cacau show;4;aprovada;Jan-20;
2036;855017070;cacau show;538;aprovada;Apr-20;
474;370497921;cacau show;18;aprovada;May-20;
3432;497529635;cacau show;16;aprovada;Feb-20;
3563;143984536;cacau show;427;aprovada;Jan-20;
1902;558754132;cacau show;435;aprovada;May-20;
3633;20562311;cacau show;561;aprovada;Mar-20;
1943;167043435;cacau show;645;aprovada;Feb-20;
1140;580463777;cacau show;147;aprovada;Apr-20;
821;594963489;cacau show;317;aprovada;May-20;
4375;225759020;cacau show;126;aprovada;May-20;
2025;522015084;cacau show;780;aprovada;Feb-20;
1478;928021019;cacau show;747;aprovada;Feb-20;
3899;126214652;cacau show;176;aprovada;Jan-20;
3309;893180779;cacau show;432;aprovada;Apr-20;
4604;95783716;cacau show;326;aprovada;Mar-20;
975;228322108;cacau show;335;aprovada;Apr-20;
363;918979649;cacau show;221;aprovada;May-20;
3081;47928889;cacau show;371;aprovada;May-20;
4163;945582358;cacau show;435;aprovada;Apr-20;
12;754668034;cacau show;286;aprovada;Apr-20;
480;430343961;cacau show;418;aprovada;May-20;
4699;658517568;cacau show;165;aprovada;Feb-20;
1279;468327595;cacau show;653;negada;Apr-20;
2651;245148935;cacau show;569;aprovada;May-20;
150;825881144;cacau show;721;aprovada;Apr-20;
4217;168560928;cacau show;708;aprovada;Jan-20;
4114;127271137;cacau show;411;aprovada;Apr-20;
3815;767585643;cacau show;690;aprovada;Jan-20;
1384;757772890;cacau show;735;aprovada;Apr-20;
1849;137847973;cacau show;596;aprovada;Feb-20;
859;801910338;cacau show;75;aprovada;Apr-20;
68;185711655;cacau show;194;aprovada;Feb-20;
1891;657816937;cacau show;687;aprovada;Mar-20;
4068;748209207;cacau show;257;aprovada;May-20;
214;205564440;cacau show;649;aprovada;Jan-20;
4940;673749025;cacau show;288;aprovada;Mar-20;
213;885341167;cacau show;311;aprovada;Feb-20;
2273;184453912;cacau show;401;aprovada;May-20;
13;360371028;cacau show;243;aprovada;Apr-20;
2660;799517875;cacau show;137;aprovada;Mar-20;
292;135694438;cacau show;467;aprovada;Feb-20;
1761;724784604;cacau show;81;aprovada;Jan-20;
4142;128211428;cacau show;17;aprovada;May-20;
2682;89559304;cacau show;80;aprovada;Apr-20;
2029;673819356;cacau show;276;aprovada;May-20;
1164;458776255;cacau show;660;aprovada;Mar-20;
4947;128211428;cacau show;715;aprovada;Jan-20;
4224;227247683;cacau show;219;aprovada;Apr-20;
1684;701529277;cacau show;580;aprovada;Apr-20;
759;806585906;cacau show;271;aprovada;Feb-20;
807;405964521;cacau show;777;aprovada;Jan-20;
1470;710697146;cacau show;625;aprovada;Mar-20;
200;560854641;cacau show;131;aprovada;Jan-20;
3880;576673658;cacau show;420;aprovada;Mar-20;
4995;922234390;cacau show;550;aprovada;Apr-20;
1042;687047986;cacau show;596;aprovada;May-20;
695;547181532;cacau show;563;aprovada;Jan-20;
3745;118056811;cacau show;399;aprovada;Mar-20;
1000;803237034;cacau show;595;aprovada;Jan-20;
908;613076580;cacau show;71;aprovada;Mar-20;
987;968691695;cacau show;123;aprovada;Jan-20;
143;667968646;cacau show;529;aprovada;Apr-20;
3032;286848702;cacau show;312;aprovada;May-20;
5064;354439306;cacau show;533;aprovada;Jan-20;
3508;235053593;cacau show;318;negada;Jan-20;
3953;457065407;cacau show;671;aprovada;Jan-20;
4706;291805402;cacau show;177;aprovada;Feb-20;
684;825105713;cacau show;757;aprovada;May-20;
2315;761258650;cacau show;412;aprovada;Feb-20;
2468;456463988;cacau show;150;aprovada;Jan-20;
4360;843245536;cacau show;378;aprovada;Jan-20;
3482;266328205;cacau show;650;aprovada;Apr-20;
4305;324497531;cacau show;138;aprovada;Feb-20;
1766;700980889;cacau show;673;aprovada;Feb-20;
1916;706380020;cacau show;796;aprovada;Mar-20;
1457;744632081;cacau show;304;aprovada;Mar-20;
4426;574079717;cacau show;322;aprovada;Feb-20;
2547;71507869;cacau show;523;aprovada;Feb-20;
2998;534479905;cacau show;420;aprovada;Jan-20;
4161;637562720;cacau show;369;aprovada;Mar-20;
3256;581197349;cacau show;594;aprovada;Feb-20;
3023;235262903;cacau show;25;aprovada;Mar-20;
5202;610081287;cacau show;79;aprovada;Apr-20;
3648;310702509;cacau show;468;aprovada;May-20;
1004;946202982;cacau show;800;aprovada;Mar-20;
181;667194767;cacau show;168;aprovada;May-20;
2733;538305395;cacau show;62;aprovada;Apr-20;
2198;543374178;cacau show;545;aprovada;May-20;
2505;295936291;cacau show;306;aprovada;Jan-20;
3951;622870009;cacau show;602;aprovada;May-20;
3536;806603030;cacau show;781;aprovada;May-20;
3823;970892456;cacau show;599;aprovada;Jan-20;
4951;675214302;cacau show;479;negada;Feb-20;
1598;819956145;cacau show;598;aprovada;Jan-20;
2206;672912917;cacau show;297;aprovada;Jan-20;
4795;139494544;cacau show;37;aprovada;Apr-20;
2224;444722665;cacau show;598;aprovada;May-20;
4965;53502511;cacau show;100;aprovada;Feb-20;
2626;368878018;cacau show;153;aprovada;Jan-20;
1237;598635143;cacau show;221;aprovada;Jan-20;
1857;698300848;cacau show;421;aprovada;Mar-20;
80;313018047;cacau show;520;aprovada;Mar-20;
418;913898556;cacau show;288;aprovada;Apr-20;
2050;704224114;cacau show;515;aprovada;Mar-20;
2873;823098139;cacau show;6;aprovada;Feb-20;
2281;40703137;cacau show;584;aprovada;May-20;
2268;314297810;cacau show;736;aprovada;May-20;
1671;348543316;cacau show;390;aprovada;Feb-20;
3397;953642626;cacau show;122;aprovada;Jan-20;
2952;687047986;cacau show;230;aprovada;Apr-20;
3934;449949776;CARREFOUR;1580;aprovada;Jan-20;
4635;537925909;CARREFOUR;257;aprovada;Apr-20;
1249;388671909;CARREFOUR;854;aprovada;Apr-20;
4178;168773441;CARREFOUR;1249;aprovada;May-20;
1552;291805402;CARREFOUR;1041;aprovada;Apr-20;
916;633224674;CARREFOUR;981;aprovada;Feb-20;
3754;419140865;CARREFOUR;490;aprovada;Jan-20;
1178;237664014;CARREFOUR;599;aprovada;May-20;
5058;177210864;CARREFOUR;985;aprovada;Apr-20;
3445;189362399;CARREFOUR;565;negada;Jan-20;
4047;706380020;CARREFOUR;904;aprovada;Mar-20;
2706;832065117;CARREFOUR;1908;aprovada;May-20;
4348;922234390;CARREFOUR;198;aprovada;Mar-20;
503;501615204;CARREFOUR;407;aprovada;May-20;
1226;759198539;CARREFOUR;189;aprovada;Apr-20;
2370;660578123;CARREFOUR;1948;aprovada;Jan-20;
3160;182958574;CARREFOUR;280;aprovada;May-20;
5041;143984536;CARREFOUR;1166;aprovada;May-20;
1314;423066692;CARREFOUR;681;aprovada;Jan-20;
420;765272534;CARREFOUR;276;negada;Mar-20;
2501;801862170;CARREFOUR;1439;aprovada;Feb-20;
2336;576579656;CARREFOUR;1094;aprovada;Mar-20;
3442;286848702;CARREFOUR;636;aprovada;Feb-20;
5050;757772890;CARREFOUR;1442;aprovada;Mar-20;
2208;386831880;CARREFOUR;1459;aprovada;Jan-20;
4864;489555481;CARREFOUR;881;aprovada;Apr-20;
2562;840210592;CARREFOUR;593;aprovada;Jan-20;
1515;59310922;CARREFOUR;1797;aprovada;Apr-20;
5189;362052501;CARREFOUR;1251;aprovada;Jan-20;
5040;391082881;CARREFOUR;1749;aprovada;Apr-20;
1890;456463988;CARREFOUR;1536;aprovada;Mar-20;
2330;945582358;CARREFOUR;1512;aprovada;May-20;
2913;565091563;CARREFOUR;230;aprovada;Jan-20;
5144;47804766;CARREFOUR;1049;aprovada;Feb-20;
4141;407819347;CARREFOUR;256;aprovada;Mar-20;
2371;430343961;CARREFOUR;1141;aprovada;Jan-20;
1636;521516334;CARREFOUR;1279;aprovada;May-20;
3626;971973379;CARREFOUR;83;aprovada;May-20;
1622;528463807;CARREFOUR;539;aprovada;May-20;
3420;654427382;CARREFOUR;997;aprovada;Apr-20;
5157;890873973;CARREFOUR;1628;aprovada;May-20;
2094;89559304;CARREFOUR;87;aprovada;Feb-20;
1350;631237395;CARREFOUR;911;aprovada;Apr-20;
2013;513444815;CARREFOUR;213;aprovada;Feb-20;
681;335284790;CARREFOUR;1519;aprovada;Feb-20;
239;511283819;CARREFOUR;1415;aprovada;Jan-20;
3416;179426370;CARREFOUR;1671;aprovada;Apr-20;
4584;466360818;CARREFOUR;178;aprovada;Apr-20;
1329;393210172;CARREFOUR;718;negada;Mar-20;
1108;594504938;CARREFOUR;1398;aprovada;Feb-20;
1197;24502776;CARREFOUR;640;aprovada;Feb-20;
1347;538305395;CARREFOUR;473;negada;Apr-20;
3322;265397487;CARREFOUR;248;aprovada;May-20;
457;95783716;CARREFOUR;313;aprovada;Mar-20;
3606;426067644;CARREFOUR;434;aprovada;Feb-20;
270;227247683;CARREFOUR;105;aprovada;Mar-20;
2690;68159565;CARREFOUR;1462;aprovada;Feb-20;
2495;766245458;CARREFOUR;628;aprovada;Mar-20;
1172;2738124;CARREFOUR;1774;aprovada;Feb-20;
4051;128185195;CARREFOUR;1138;aprovada;Apr-20;
1629;615579947;CARREFOUR;639;aprovada;Jan-20;
4359;572080157;CARREFOUR;515;aprovada;Jan-20;
1219;426871150;CARREFOUR;1590;aprovada;May-20;
1956;654427382;CARREFOUR;715;aprovada;Jan-20;
204;370497921;CARREFOUR;1337;aprovada;Apr-20;
2445;342747096;CARREFOUR;1880;aprovada;Jan-20;
3278;945450495;CARREFOUR;1479;aprovada;Apr-20;
2317;347992888;CARREFOUR;81;aprovada;Apr-20;
31;547507596;CARREFOUR;1673;aprovada;Apr-20;
1548;832065117;CARREFOUR;126;aprovada;Jan-20;
4723;348543316;CARREFOUR;925;aprovada;May-20;
3616;926074914;CARREFOUR;879;aprovada;May-20;
1532;765272534;CARREFOUR;1791;aprovada;Jan-20;
3712;754668034;CARREFOUR;71;aprovada;Feb-20;
3030;637992749;CARREFOUR;1472;aprovada;Jan-20;
1318;354439306;CARREFOUR;247;aprovada;Apr-20;
4903;68303890;CARREFOUR;675;aprovada;May-20;
4350;591581609;CARREFOUR;813;aprovada;Feb-20;
4881;798466063;CARREFOUR;1643;aprovada;Mar-20;
45;531127715;CARREFOUR;923;negada;Feb-20;
1620;501615204;CARREFOUR;1191;aprovada;Mar-20;
1793;40703137;CARREFOUR;1140;aprovada;Jan-20;
2550;667968646;CARREFOUR;117;aprovada;Mar-20;
4934;340506396;CARREFOUR;329;aprovada;Mar-20;
5111;75870109;CARREFOUR;628;negada;May-20;
2018;71507869;CARREFOUR;1125;aprovada;Apr-20;
741;352729658;CARREFOUR;1870;aprovada;May-20;
1354;127271137;CARREFOUR;399;aprovada;Jan-20;
5099;62148087;CARREFOUR;1325;negada;May-20;
1617;211955869;CARREFOUR;1414;aprovada;Mar-20;
184;650770868;CARREFOUR;67;aprovada;Apr-20;
2266;458776255;CARREFOUR;609;aprovada;Apr-20;
1112;352729658;CARREFOUR;901;aprovada;Feb-20;
4206;371669304;CARREFOUR;536;aprovada;Apr-20;
4193;634068942;CARREFOUR;705;aprovada;Mar-20;
2358;498001787;CARREFOUR;1148;aprovada;Apr-20;
1529;476469328;CARREFOUR;1206;aprovada;Feb-20;
4317;68159565;CARREFOUR;88;aprovada;Feb-20;
307;698300848;CARREFOUR;1598;aprovada;Apr-20;
4484;918979649;CARREFOUR;302;negada;Mar-20;
2191;84591240;CARREFOUR;988;aprovada;Feb-20;
4158;641357255;CARREFOUR;873;aprovada;May-20;
4764;754668034;CARREFOUR;210;aprovada;Jan-20;
4609;498001787;CARREFOUR;1416;aprovada;Apr-20;
4812;198895053;CARREFOUR;1690;aprovada;Apr-20;
4532;140101953;CARREFOUR;1518;aprovada;Feb-20;
3437;832065117;CARREFOUR;807;aprovada;Feb-20;
4062;698300848;CARREFOUR;801;aprovada;Feb-20;
1749;779490220;CARREFOUR;1988;aprovada;Feb-20;
4096;721700668;CARREFOUR;1523;aprovada;Feb-20;
822;199802941;CARREFOUR;1779;aprovada;May-20;
452;428711870;CARREFOUR;887;aprovada;May-20;
4707;160336024;CARREFOUR;1025;aprovada;Jan-20;
5024;436177601;CARREFOUR;1367;aprovada;Mar-20;
2813;207160816;CARREFOUR;987;aprovada;Mar-20;
1824;68303890;CARREFOUR;567;aprovada;Mar-20;
3134;109534478;CARREFOUR;1386;aprovada;Jan-20;
2648;84591240;CARREFOUR;686;aprovada;Feb-20;
4299;173310190;CARREFOUR;1378;aprovada;Mar-20;
4949;725233597;CARREFOUR;1926;aprovada;Apr-20;
2833;724784604;CARREFOUR;1710;aprovada;Apr-20;
712;800140803;CARREFOUR;1127;aprovada;Feb-20;
3889;168560928;CARREFOUR;1806;aprovada;Mar-20;
1356;400293650;CARREFOUR;691;aprovada;Jan-20;
1870;137847973;CARREFOUR;783;aprovada;Feb-20;
1148;340506396;CARREFOUR;835;aprovada;Feb-20;
788;128185195;CARREFOUR;1404;aprovada;May-20;
757;122276725;CARREFOUR;421;aprovada;Jan-20;
4537;237869601;CARREFOUR;1171;aprovada;Apr-20;
3234;928021019;CARREFOUR;204;aprovada;Feb-20;
3578;867940024;CARREFOUR;1646;aprovada;Feb-20;
2572;560854641;CARREFOUR;70;aprovada;Jan-20;
4170;634068942;CARREFOUR;1027;aprovada;Feb-20;
2889;348529721;CARREFOUR;1178;aprovada;Mar-20;
892;602625546;CARREFOUR;1549;aprovada;Jan-20;
4800;194612861;CARREFOUR;1673;aprovada;Mar-20;
3429;974786521;CARREFOUR;158;aprovada;Jan-20;
3938;387305576;CARREFOUR;590;aprovada;Jan-20;
4361;73938920;CARREFOUR;578;aprovada;Mar-20;
3067;189362399;CARREFOUR;1240;aprovada;Feb-20;
5138;342747096;CARREFOUR;1769;aprovada;Apr-20;
3185;458776255;CARREFOUR;642;aprovada;Jan-20;
103;693664690;CARREFOUR;1577;aprovada;May-20;
4382;686711479;CARREFOUR;521;negada;Apr-20;
2002;225759020;CARREFOUR;391;aprovada;Apr-20;
1582;573999593;CARREFOUR;1200;aprovada;Apr-20;
1828;84205824;CARREFOUR;243;aprovada;Mar-20;
3089;352278618;CARREFOUR;1418;aprovada;Feb-20;
1885;704224114;CARREFOUR;907;aprovada;Mar-20;
1306;458776255;CARREFOUR;1710;aprovada;May-20;
3448;558754132;CARREFOUR;1217;aprovada;Mar-20;
209;138286490;CARREFOUR;39;aprovada;May-20;
755;652758584;CARREFOUR;1440;aprovada;May-20;
4769;260846826;CARREFOUR;1671;negada;Mar-20;
740;179426370;CARREFOUR;1008;aprovada;Mar-20;
982;89559304;CARREFOUR;1370;aprovada;Feb-20;
2781;332964190;CARREFOUR;1439;aprovada;May-20;
1093;610081287;CARREFOUR;1127;aprovada;Apr-20;
3274;353590839;CARREFOUR;950;aprovada;Jan-20;
2587;539464180;CARREFOUR;1167;aprovada;Mar-20;
2950;143984536;CARREFOUR;1010;aprovada;Apr-20;
23;631374934;CARREFOUR;1688;aprovada;Apr-20;
2405;379024055;CARREFOUR;1954;aprovada;Jan-20;
3956;525217345;CARREFOUR;1205;aprovada;Jan-20;
4776;667194767;CARREFOUR;835;aprovada;Jan-20;
3988;856480824;CARREFOUR;1878;aprovada;Apr-20;
4690;338048902;CARREFOUR;1212;aprovada;Mar-20;
1210;885341167;CARREFOUR;1572;aprovada;Feb-20;
58;71008995;CARREFOUR;1184;aprovada;Apr-20;
2861;654427382;CARREFOUR;1321;aprovada;Mar-20;
546;726035986;CARREFOUR;136;aprovada;May-20;
185;507376259;CARREFOUR;1050;aprovada;Jan-20;
3971;437513898;CARREFOUR;456;aprovada;Mar-20;
3100;518099846;CARREFOUR;1001;aprovada;Jan-20;
2535;698300848;CARREFOUR;1040;aprovada;May-20;
4003;235262903;CARREFOUR;505;aprovada;Apr-20;
1621;332964190;CARREFOUR;1929;aprovada;Jan-20;
4140;673749025;CARREFOUR;1673;aprovada;Apr-20;
2795;526564919;CARREFOUR;1810;aprovada;May-20;
428;649104271;CARREFOUR;1714;aprovada;Jan-20;
952;333922572;CARREFOUR;407;aprovada;Jan-20;
